Tweet_Link,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Likes,Retweets
https://twitter.com/Davethe25219352/status/1815086055374065896,Davetherave,https://twitter.com/Davethe25219352,21-Jul,Well he gave it his best shot. EARs to a healthy future,1,
https://twitter.com/charlotteukcity/status/1815086074198114374,𝓒𝓱𝓪𝓻𝓵𝓸𝓽𝓽𝓮,https://twitter.com/charlotteukcity,Jul 21Jul 21,"Joe Biden has been my favourite president of all time. I’m so heartbroken it has come to this. I’m grateful for his faith, his honourable service, his want to make the country better. Many of you have stopped even recognising a good man when he’s in front of you. Thank you, Joe",6,1
https://twitter.com/Germrot/status/1815086341220409706,Germrot,https://twitter.com/Germrot,21-Jul,Noooo Waaaaay!,1,
https://twitter.com/maisibadennoh/status/1815086484912824730,Duke of Nyamirashire,https://twitter.com/maisibadennoh,21-Jul,Kenyans’ prayers answered in other countries,3,
https://twitter.com/H0mbre_Sabi0/status/1815086485613494573,Luke,https://twitter.com/H0mbre_Sabi0,21-Jul,Byeden,4,
https://twitter.com/ModerateMD42/status/1815087188050096210,Cavalier,https://twitter.com/ModerateMD42,21-Jul,So he isn’t fit to run another term as the nominee for which democrats elected him to do. How is he fit to be president now?,1,
https://twitter.com/BraveRedCock/status/1815087279184007329,BraveRedCock,https://twitter.com/BraveRedCock,21-Jul,A candidate millions voted for is booted from the race yet the republicans are called the “threat to democracy” ,2,
https://twitter.com/mutaawemandela/status/1815087313799766433,𝙴𝚗𝚐. 𝑀𝑢𝑡𝑎𝑎𝑤𝑒,https://twitter.com/mutaawemandela,21-Jul,A great development for the democrats,1,
https://twitter.com/MobiKhan325/status/1815087715454538019,Mubashir Iqbal Ch (official),https://twitter.com/MobiKhan325,21-Jul, GOODBYE GENOCIDE JOE!,2,
https://twitter.com/TinotendaGacha1/status/1815091321339818135,Gachange,https://twitter.com/TinotendaGacha1,Jul 21Jul 21,FinallyCrook Joe Biden just announced he will NOT run for re-election.,4,2
https://twitter.com/CoolBroNiceFlex/status/1815085961673400506,Tony,https://twitter.com/CoolBroNiceFlex,21-Jul,This is Obama’s fault,,
https://twitter.com/davis_kimani/status/1815086039268245527,"Kimani H. Davis, CEO",https://twitter.com/davis_kimani,21-Jul,Praying !!!,,
https://twitter.com/mlegwin88/status/1815086117739540752,Mark,https://twitter.com/mlegwin88,21-Jul,See ya,1,
https://twitter.com/Mr_GCU/status/1815086131957858786,Adam Johnson,https://twitter.com/Mr_GCU,21-Jul,Things just got interesting,,
https://twitter.com/canderson1989/status/1815086180108468348,Craig Anderson #BLM #StopAsianHate,https://twitter.com/canderson1989,21-Jul,Has to be Kamala Harris.,,
https://twitter.com/cdegiorgis33/status/1815086191735373835,Mimi,https://twitter.com/cdegiorgis33,21-Jul,Makes me so sad.,,
https://twitter.com/Kiprotichgkigen/status/1815086215302926396,Kiprotich G. Kigen,https://twitter.com/Kiprotichgkigen,21-Jul,Wisdom,,
https://twitter.com/BeingCharlie/status/1815086237901820039,Charlie ,https://twitter.com/BeingCharlie,21-Jul,Finally!,,
https://twitter.com/JamesChuChan/status/1815086263591981060,James Chan,https://twitter.com/JamesChuChan,21-Jul,A man of honour,,
https://twitter.com/RobHough6223/status/1815086322274758796,Eagle Has Landed,https://twitter.com/RobHough6223,21-Jul,Resign,,
